번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),환경업무구분명,업종구분명,종별명,주생산품명,배출시설조업시간,배출시설연간가동일수,방지시설조업시간,방지시설연간가동일수
222,가축분뇨배출시설관리업(사업장),09_30_02_P,5690000,5.69E+17,2019.12.13,,3,폐업,2,폐업,2020.3.18,,,,044-868-7048,,,세종특별자치시 소정면 대곡리 368-8,세종특별자치시 소정면 학수소사길 63,30001,(주)금강피스코,2020.3.18 8:32,U,2020.3.20 2:40,,215014.8021,358977.5767,분뇨등관련영업관리,,,,,,,
223,가축분뇨배출시설관리업(사업장),09_30_02_P,4231000,4.231E+17,2012.2.6,,3,폐업,2,폐업,2014.7.31,,,,631-1539,,217-810,강원특별자치도 속초시 동명동 466-42,"강원특별자치도 속초시 중앙로 190, 1동 7층 12호 (동명동, 설악센트리움)",217-810,(주)정엔지니어링,2014.7.31 17:30,I,2023.6.13 0:00,,339470.1593,523908.7576,분뇨등관련영업관리,,,,,0,,0
224,가축분뇨배출시설관리업(사업장),09_30_02_P,4231000,4.231E+17,2019.3.21,,3,폐업,2,폐업,2020.2.5,,,,033-636-4981,,,강원특별자치도 속초시 교동 949-11,강원특별자치도 속초시 동해대로 4293 (교동),24862,㈜청수환경엔지니어링,2020.2.6 10:05,I,2023.6.13 0:00,환경컨설팅 및 관련 엔지니어링 서비스업,337569.3185,522952.587,분뇨등관련영업관리,환경컨설팅 및 관련 엔지니어링 서비스업,,,,0,,0
225,가축분뇨배출시설관리업(사업장),09_30_02_P,3480000,3.48E+17,2005.1.6,,3,폐업,2,폐업,2016.3.30,,,,5306432323,,711-834,대구광역시 달성군 화원읍 천내리 107-3,대구광역시 달성군 화원읍 성천로 122,711-834,(주)금창엔지니어링,2016.3.30 9:56,I,2018.8.31 23:59,,335023.196,257280.6843,분뇨등관련영업관리,,,,,,,
226,가축분뇨배출시설관리업(사업장),09_30_02_P,3640000,3.64E+17,2003.9.19,,3,폐업,2,폐업,2015.3.6,,,,,,300-803,대전광역시 동구 가양동 292-1,대전광역시 동구 동대전로263번길 51  (가양동),,(주)흥국환경,2015.3.6 11:37,I,2018.8.31 23:59,,239783.0987,315954.4269,분뇨등관련영업관리,,,,,,,
227,가축분뇨배출시설관리업(사업장),09_30_02_P,5310000,5.31E+17,2017.8.31,,3,폐업,2,폐업,2018.2.26,,,,055-762-8900,,,경상남도 진주시 초전동 1702-12,경상남도 진주시 초북로20번길 30-14 (초전동),52731,(주)우진,2018.2.26 15:36,I,2018.8.31 23:59,폐기물처리 및 오염방지시설 건설업,301184.5551,191057.6212,분뇨등관련영업관리,폐기물처리 및 오염방지시설 건설업,,,,,,
228,가축분뇨배출시설관리업(사업장),09_30_02_P,5480000,5.48E+17,2016.9.27,,3,폐업,2,폐업,2023.1.1,,,,055-931-7700,,,,경상남도 합천군 합천읍 옥산로 86,50231,주식회사 현산종합건설,2023.1.13 8:38,U,2023.5.26 8:48,,305485.14,230420.5464,분뇨등관련영업관리,,,,,0,,0
229,가축분뇨배출시설관리업(사업장),09_30_02_P,3330000,3.33E+17,2015.5.4,,3,폐업,2,폐업,2017.8.9,,,,051-912-6661,,,,"부산광역시 해운대구 센텀중앙로 48, 11층 11호 (우동)",612-020,청우에이스(주),2017.8.9 15:22,I,2018.8.31 23:59,,393963.8408,188061.3552,분뇨등관련영업관리,,,,,,,
230,가축분뇨배출시설관리업(사업장),09_30_02_P,3930000,3.93E+17,2011.12.19,,3,폐업,2,폐업,2012.8.28,,,,,,425-807,경기도 안산시 단원구 고잔동 706-3 장은타워 206호,"경기도 안산시 단원구 광덕대로 187, 206호 (고잔동, 장은타워)",425-807,(주)에스텍코리아,2012.8.28 17:12,I,2018.8.31 23:59,,184799.1567,423500.7808,분뇨등관련영업관리,,,,,,,
231,가축분뇨배출시설관리업(사업장),09_30_02_P,3930000,3.93E+17,2014.1.20,,3,폐업,2,폐업,2017.12.6,,,,031-487-8633,,425-833,경기도 안산시 단원구 성곡동 621-2,경기도 안산시 단원구 해봉로 45 (성곡동),425-833,(주)그린니스,2017.12.6 13:28,I,2018.8.31 23:59,,178519.2147,422851.2482,분뇨등관련영업관리,,,,,,,
232,가축분뇨배출시설관리업(사업장),09_30_02_P,6520000,6.52E+17,2015.11.6,,3,폐업,2,폐업,2016.11.8,,,,,,,제주특별자치도 서귀포시 대정읍 보성리 2405,"제주특별자치도 서귀포시 대정읍 에듀시티로 74, 105동 303층 (라온프라이빗에듀)",63644,(주)돌담이바이오,2016.11.8 15:31,I,2018.8.31 23:59,,133041.85,-22715.78319,분뇨등관련영업관리,,,,,,,
233,가축분뇨배출시설관리업(사업장),09_30_02_P,3820000,3.82E+17,2007.3.2,,3,폐업,2,폐업,2014.1.23,,,,,,480-848,경기도 의정부시 의정부동 434-15 동보빌딩 3층,"경기도 의정부시 신흥로 278  (의정부동,동보빌딩 3층)",,(주)선일이엔씨,2014.1.23 11:12,I,2018.8.31 23:59,,203753.8319,470933.1347,분뇨등관련영업관리,,,,,,,
234,가축분뇨배출시설관리업(사업장),09_30_02_P,3820000,3.82E+17,1999.12.8,,3,폐업,2,폐업,2009.6.1,,,,,,480-812,경기도 의정부시 가능동 726-14,경기도 의정부시 가능로68번길 20-1  (가능동),,서울종합환경,2009.6.1 15:50,I,2018.8.31 23:59,,203307.3597,471485.516,분뇨등관련영업관리,,,,,,,
235,가축분뇨배출시설관리업(사업장),09_30_02_P,3820000,3.82E+17,2000.1.5,,3,폐업,2,폐업,2008.3.26,,,,,,480-850,경기도 의정부시 의정부동 591-4,,,(주)석산환경산업,2008.3.26 17:54,I,2018.8.31 23:59,,,,분뇨등관련영업관리,,,,,,,
236,가축분뇨배출시설관리업(사업장),09_30_02_P,3820000,3.82E+17,2001.1.3,,3,폐업,2,폐업,2011.12.19,,,,,,480-854,경기도 의정부시 호원동 119-151 경기북부벤처센타 307호,"경기도 의정부시 망월로 18-26,  307호 (호원동,경기북부벤처센타)",,구기이엔씨(주),2011.12.19 14:08,I,2018.8.31 23:59,,203865.7572,467377.033,분뇨등관련영업관리,,,,,,,
237,가축분뇨배출시설관리업(사업장),09_30_02_P,3820000,3.82E+17,2004.9.21,,3,폐업,2,폐업,2011.3.15,,,,,,480-849,경기도 의정부시 의정부동 533-6 오성빌딩 5층,"경기도 의정부시 의정로 16  (의정부동,오성빌딩 5층)",,(주)플러스환경시스템,2011.3.15 9:00,I,2018.8.31 23:59,,203051.8524,470191.0607,분뇨등관련영업관리,,,,,,,
238,가축분뇨배출시설관리업(사업장),09_30_02_P,3820000,3.82E+17,2005.6.13,,3,폐업,2,폐업,2008.3.31,,,,,,480-070,경기도 의정부시 신곡동 684,,,대원환경,2008.3.31 17:31,I,2018.8.31 23:59,,205032.0422,471059.0845,분뇨등관련영업관리,,,,,,,
239,가축분뇨배출시설관리업(사업장),09_30_02_P,3820000,3.82E+17,2006.8.24,,3,폐업,2,폐업,2008.3.25,,,,,,480-819,경기도 의정부시 가능동 746-33 영일빌딩2층,"경기도 의정부시 흥선로 102  (가능동,영일빌딩2층)",,(주)청담이엠텍,2008.3.25 15:19,I,2018.8.31 23:59,,203288.8195,471090.7431,분뇨등관련영업관리,,,,,,,
240,가축분뇨배출시설관리업(사업장),09_30_02_P,3820000,3.82E+17,2007.3.2,,3,폐업,2,폐업,2014.1.23,,,,,,480-848,경기도 의정부시 의정부동 434-15,경기도 의정부시 신흥로 278  (의정부동),,(주)선일이엔씨,2016.5.16 11:02,I,2018.8.31 23:59,,203753.8319,470933.1347,분뇨등관련영업관리,,,,,,,
241,가축분뇨배출시설관리업(사업장),09_30_02_P,3830000,3.83E+17,2015.6.24,,3,폐업,2,폐업,2016.11.11,,,,031-8040-2942,,431-060,경기도 안양시 동안구 관양동 224-5 대륭테크노타운15차,"경기도 안양시 동안구 시민대로 401, 1010호 (관양동, 대륭테크노타운15차)",431-060,에코이앤오(주),2016.11.11 14:21,I,2018.8.31 23:59,,197692.0134,432777.2902,분뇨등관련영업관리,,,,,,,
242,가축분뇨배출시설관리업(사업장),09_30_02_P,3830000,3.83E+17,2015.6.25,,3,폐업,2,폐업,2016.11.11,,,,031-8040-2942,,,경기도 안양시 동안구 관양동 224-5,"경기도 안양시 동안구 시민대로 401, 1010호 (관양동, 대륭테크노타운15차)",14057,에코이앤오(주),2016.11.11 14:26,I,2018.8.31 23:59,,197692.0134,432777.2902,분뇨등관련영업관리,,,,,,,
243,가축분뇨배출시설관리업(사업장),09_30_02_P,3830000,3.83E+17,2016.9.19,,3,폐업,2,폐업,2019.6.26,,,,031-382-8955,,,,"경기도 안양시 동안구 관평로69번길 29-7, 지층 1호 (평촌동)",14103,(주)환경에너지오앤엠,2019.7.5 15:15,U,2019.7.7 2:40,,196716.9189,431203.3798,분뇨등관련영업관리,,,,,,,
244,가축분뇨배출시설관리업(사업장),09_30_02_P,5380000,5.38E+17,2012.1.19,,3,폐업,2,폐업,2016.4.27,,,,055-382-8802,,626-220,경상남도 양산시 어곡동 702,경상남도 양산시 어실로 332-1 (어곡동),626-220,EFTC,2016.4.27 14:36,I,2018.8.31 23:59,,383372.0012,211699.4393,분뇨등관련영업관리,,,,,,,
245,가축분뇨배출시설관리업(사업장),09_30_02_P,3620000,3.62E+17,2004.5.20,,3,폐업,2,폐업,2021.12.24,,,,2647845,,,광주광역시 북구 용전동 613-3,"광주광역시 북구 용전마을길33번길 12, 2층 (용전동)",61042,(주)청록이엔지,2021.12.24 17:07,U,2021.12.26 2:40,,190420.1302,193306.1829,분뇨등관련영업관리,,,,,0,,0
246,가축분뇨배출시설관리업(사업장),09_30_02_P,3910000,3.91E+17,2023.4.24,,3,폐업,2,폐업,2023.7.6,,,,031-664-0688,,,경기도 평택시 서정동 782-1,"경기도 평택시 송탄2로 20-11, 2층 (서정동)",17766,㈜에코엔텍,2023.7.6 17:08,U,2023.7.8 2:40,,205012.0288,396565.8187,분뇨등관련영업관리,,,,,0,,0
247,가축분뇨배출시설관리업(사업장),09_30_02_P,3940000,3.94E+17,2013.12.26,,3,폐업,2,폐업,2018.1.12,,,,02-387-1888,,412-010,,"서울특별시 은평구 통일로 856, 11층 11011호 (불광동, 메트로타워)",3345,시원산업개발(주),2018.1.12 17:47,I,2018.8.31 23:59,,192998.2022,457479.9952,분뇨등관련영업관리,,,,,,,
248,가축분뇨배출시설관리업(사업장),09_30_02_P,4530000,4.53E+17,2014.12.3,,3,폐업,2,폐업,2015.11.23,,,,416681070,,356-805,충청남도 서산시 읍내동 270-1,충청남도 서산시 문화로 16 (읍내동),356-836,성지환경기술(주),2015.11.26 11:00,I,2018.8.31 23:59,,150823.1473,364758.6258,분뇨등관련영업관리,,,,,,,
249,가축분뇨배출시설관리업(사업장),09_30_02_P,4530000,4.53E+17,2016.12.13,,3,폐업,2,폐업,2020.6.19,,,,041-668-1070,,,,충청남도 서산시 동헌로 147 (읍내동),31974,성지환경기술(주),2020.6.19 11:28,U,2020.6.21 2:40,,150906.9734,364710.4683,분뇨등관련영업관리,,,,,,,
250,가축분뇨배출시설관리업(사업장),09_30_02_P,4080000,4.08E+17,2013.2.1,,3,폐업,2,폐업,2016.3.9,,,,031-8050-2205,,456-010,경기도 안성시 가사동 15,"경기도 안성시 보개원삼로 165-17, 1층 (가사동)",456-010,주식회사 바이오립스,2016.3.9 15:15,I,2018.8.31 23:59,,225434.4582,390740.3746,분뇨등관련영업관리,,,,,,,
251,가축분뇨배출시설관리업(사업장),09_30_02_P,4080000,4.08E+17,2015.2.7,,3,폐업,2,폐업,2016.11.23,,,,316587821,,,경기도 안성시 원곡면 성은리 335-4,경기도 안성시 원곡면 지문로 504,456-812,(주)레인솔루션,2016.11.24 19:42,I,2018.8.31 23:59,액체 여과기 제조업,213711.1504,396733.8389,분뇨등관련영업관리,액체 여과기 제조업,,,,,,
252,가축분뇨배출시설관리업(사업장),09_30_02_P,4470000,4.47E+17,2002.12.17,,3,폐업,2,폐업,2022.4.15,,,,438732592,,,충청북도 음성군 음성읍 읍내리 726-3,충청북도 음성군 음성읍 용광로 58,27690,(주)두원건설.환경,2022.4.15 14:52,U,2022.4.17 2:40,,261170.4566,382647.1384,분뇨등관련영업관리,,,,,0,,0
253,가축분뇨배출시설관리업(사업장),09_30_02_P,3210000,3.21E+17,2013.12.3,,3,폐업,2,폐업,2015.1.27,,,,02-3495-8314,,137-850,서울특별시 서초구 방배동 1015,서울특별시 서초구 방배로 16 (방배동),137-850,임광토건주식회사,2015.1.27 10:54,I,2018.8.31 23:59,,200153.0487,441653.3709,분뇨등관련영업관리,,,,,,,
254,가축분뇨배출시설관리업(사업장),09_30_02_P,3780000,3.78E+17,2010.8.24,,3,폐업,2,폐업,2020.3.1,,,,786-0405,,463-825,경기도 성남시 분당구 수내동 11-1 청구블루빌 817호,"경기도 성남시 분당구 황새울로 224, 817호 (수내동,청구블루빌)",,(주)리보종합건설,2020.3.10 17:33,U,2020.3.12 2:40,"하수처리, 폐기물처리 및 청소관련 서비스업",209950.6243,430768.6865,분뇨등관련영업관리,"하수처리, 폐기물처리 및 청소관련 서비스업",,,,,,
255,가축분뇨배출시설관리업(사업장),09_30_02_P,3780000,3.78E+17,2010.8.30,,3,폐업,2,폐업,2013.10.22,,,,317115620,,463-490,경기도 성남시 분당구 동원동 57-8 2층,"경기도 성남시 분당구 동원북로 5  (동원동,2층)",,(주)파오,2013.10.22 17:13,I,2018.8.31 23:59,축산 관련 서비스업,208882.206,427151.0062,분뇨등관련영업관리,축산 관련 서비스업,,,,,,
256,가축분뇨배출시설관리업(사업장),09_30_02_P,3780000,3.78E+17,2013.12.10,,3,폐업,2,폐업,2019.4.30,,,,269018358,,463-400,경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 1001호,"경기도 성남시 분당구 판교역로 231 (삼평동, 에이치스퀘어 에스동 1001호)",463-400,(주)티에스케이워터,2019.4.30 15:53,U,2019.5.2 2:40,,209549.8745,433248.0854,분뇨등관련영업관리,,,,,,,
257,가축분뇨배출시설관리업(사업장),09_30_02_P,3780000,3.78E+17,2016.4.29,,3,폐업,2,폐업,2017.1.24,,,,0342717 6444,,463-010,경기도 성남시 분당구 정자동 46-1,경기도 성남시 분당구 내정로129번길 26 (정자동),463-848,한송엔지니어링(주),2017.1.24 11:13,I,2018.8.31 23:59,,210055.7482,430132.3373,분뇨등관련영업관리,,,,,,,
258,가축분뇨배출시설관리업(사업장),09_30_02_P,3780000,3.78E+17,2016.11.17,,3,폐업,2,폐업,2022.12.12,,,,031-778-5415,,,경기도 성남시 분당구 삼평동 616,"경기도 성남시 분당구 판교로255번길 68, 유비쿼스빌딩 3층 (삼평동)",13486,한솔제지㈜,2022.12.12 17:33,U,2022.12.14 2:40,,208618.5409,433542.9595,분뇨등관련영업관리,,,,,0,,0
259,가축분뇨배출시설관리업(사업장),09_30_02_P,3780000,3.78E+17,2018.5.24,,3,폐업,2,폐업,2018.10.5,,,,02-453-6405,,,경기도 성남시 중원구 상대원동 513-22 드림테크노,"경기도 성남시 중원구 둔촌대로 464, 드림테크노 705호 (상대원동)",13229,(주)모리트워터에너지,2018.10.5 15:42,U,2018.10.7 2:37,,214818.6707,436622.2718,분뇨등관련영업관리,,,,,,,
260,가축분뇨배출시설관리업(사업장),09_30_02_P,4570000,4.57E+17,2014.11.28,,3,폐업,2,폐업,2021.1.4,,,,042-220-1080,,,대전광역시 중구 오류동 175-3,"대전광역시 중구 계룡로 832, 중도일보 B/D 5층 (오류동)",34908,(주)부원건설,2021.1.5 9:02,U,2021.1.7 2:40,,236543.0492,313979.5714,분뇨등관련영업관리,,,,,,,
261,가축분뇨배출시설관리업(사업장),09_30_02_P,5600000,5.6E+17,2003.6.27,,3,폐업,2,폐업,2019.6.25,,,,,,487-831,경기도 포천시 내촌면 내리 157-1,경기도 포천시 내촌면 금강로 2519-28,,(주)지이환경,2019.6.25 14:10,U,2019.6.27 2:40,,221081.2074,477263.3629,분뇨등관련영업관리,,,,,,,
262,가축분뇨배출시설관리업(사업장),09_30_02_P,5600000,5.6E+17,2011.6.20,,3,폐업,2,폐업,2019.6.25,,,,,,487-831,경기도 포천시 내촌면 내리 157-1,경기도 포천시 내촌면 금강로 2519-28,,(주)지이환경,2019.6.25 11:56,U,2019.6.27 2:40,,221081.2074,477263.3629,분뇨등관련영업관리,,,,,,,
263,가축분뇨배출시설관리업(사업장),09_30_02_P,4810000,4.81E+17,1999.8.27,,3,폐업,2,폐업,2009.7.1,,,,061 651 8662,,550-210,전라남도 여수시 오림동 360,전라남도 여수시 진남체육관길 27  (오림동),,(주)에이스벤쳐,2009.7.2 8:10,I,2018.8.31 23:59,,265717.973,140369.9741,분뇨등관련영업관리,,,,,,,
264,가축분뇨배출시설관리업(사업장),09_30_02_P,5020000,5.02E+17,2001.3.23,,3,폐업,2,폐업,2012.1.5,,,,054 262 4321,,791-940,경상북도 포항시 북구 흥해읍 남성리 315-3,,,동화개발(주),2017.2.14 10:57,I,2018.8.31 23:59,,411072.4026,292161.7229,분뇨등관련영업관리,,,,,,,
265,가축분뇨배출시설관리업(사업장),09_30_02_P,5710000,5.71E+17,2002.2.20,,3,폐업,2,폐업,2022.7.1,2014.10.24,,,043-215-8151,,360-806,충청북도 청주시 청원구 내덕동 597-29,충청북도 청주시 청원구 새터로 124 (내덕동),360-806,영우종합환경,2022.8.1 10:03,U,2022.8.3 2:40,,242690.333,351232.8211,분뇨등관련영업관리,,,,,0,,0
266,가축분뇨배출시설관리업(사업장),09_30_02_P,5710000,5.71E+17,2000.3.22,,3,폐업,2,폐업,2014.10.28,,,,043-298-2511,,360-187,충청북도 청주시 상당구 월오동 401,충청북도 청주시 상당구 다리실로69번길 61-2 (월오동),360-187,(주)하나환경개발,2014.10.28 19:09,I,2018.8.31 23:59,,247519.5024,345946.5564,분뇨등관련영업관리,,,,,,,
267,가축분뇨배출시설관리업(사업장),09_30_02_P,5710000,5.71E+17,2000.3.22,,3,폐업,2,폐업,2010.2.8,,,,,,360-187,충청북도 청주시 상당구 운동동 184-2,,,(주)하나환경개발,2010.2.8 13:35,I,2018.8.31 23:59,,,,분뇨등관련영업관리,,,,,,,
268,가축분뇨배출시설관리업(사업장),09_30_02_P,5710000,5.71E+17,2000.11.17,,3,폐업,2,폐업,2011.12.26,,,,,,361-818,충청북도 청주시 흥덕구 봉명동 1153-1,,,(주)산들환경,2012.1.29 15:00,I,2018.8.31 23:59,,241542.2534,348821.0319,분뇨등관련영업관리,,,,,,,
269,가축분뇨배출시설관리업(사업장),09_30_02_P,4390000,4.39E+17,2003.2.3,,3,폐업,2,폐업,2007.12.6,,,,,,380-963,충청북도 충주시 연수동 819-1,,,(주)청운환경기술,2007.12.6 17:18,I,2018.8.31 23:59,,,,분뇨등관련영업관리,,,,,,,
270,가축분뇨배출시설관리업(사업장),09_30_02_P,4390000,4.39E+17,2000.7.22,,3,폐업,2,폐업,2008.3.14,,,,043  8529900,,380-956,충청북도 충주시 문화동 228,충청북도 충주시 사직로 39  (문화동),,(주)영동환경,2008.3.13 9:31,I,2018.8.31 23:59,,281608.7405,385480.8475,분뇨등관련영업관리,,,,,,,
271,가축분뇨배출시설관리업(사업장),09_30_02_P,4390000,4.39E+17,2001.5.31,,3,폐업,2,폐업,2008.3.19,,,,043 8545424,,380-966,충청북도 충주시 호암동 185-2,충청북도 충주시 호암대로 131  (호암동),,영동환경엔지니어링(주),2008.3.19 12:39,I,2018.8.31 23:59,,283647.2481,384468.4688,분뇨등관련영업관리,,,,,,,
272,가축분뇨배출시설관리업(사업장),09_30_02_P,4900000,4.9E+17,2008.8.26,,3,폐업,2,폐업,2012.9.17,,,,061-372-6064,,519-802,전라남도 화순군 화순읍 서태리 541-3,전라남도 화순군 화순읍 정곡로 106-3,519-802,동명환경(주),2012.9.17 13:28,I,2018.8.31 23:59,,195805.0489,171606.2369,분뇨등관련영업관리,,,,,,,
273,가축분뇨배출시설관리업(사업장),09_30_02_P,5710000,5.71E+17,2017.3.29,,3,폐업,2,폐업,2017.12.6,,,,043-225-8823,,,충청북도 청주시 흥덕구 운천동 577,"충청북도 청주시 흥덕구 사운로 278, 상가동 204호 (운천동, 삼일아파트)",28467,제이앤제이환경 주식회사,2017.12.6 9:00,I,2018.8.31 23:59,"하수, 폐수 및 분뇨 처리업",242296.633,350269.8031,분뇨등관련영업관리,"하수, 폐수 및 분뇨 처리업",,,,,,
274,가축분뇨배출시설관리업(사업장),09_30_02_P,5710000,5.71E+17,2009.4.6,,3,폐업,2,폐업,2011.12.13,,,,432223255,,361-807,충청북도 청주시 서원구 모충동 375-59,충청북도 청주시 서원구 서원서로 33 (모충동),361-807,백산환경,2011.12.16 10:58,I,2018.8.31 23:59,,242797.6031,347332.7546,분뇨등관련영업관리,,,,,,,
275,가축분뇨배출시설관리업(사업장),09_30_02_P,5710000,5.71E+17,2009.11.25,,3,폐업,2,폐업,2011.12.26,,,,2556509,,360-081,충청북도 청주시 상당구 탑동 83-11,,,(주)조은창세환경,2012.1.29 15:18,I,2018.8.31 23:59,,244694.3773,347671.993,분뇨등관련영업관리,,,,,,,
276,가축분뇨배출시설관리업(사업장),09_30_02_P,5710000,5.71E+17,2005.6.13,,3,폐업,2,폐업,2015.6.12,,,,043-268-4959,,361-816,충청북도 청주시 흥덕구 봉명동 168-4,충청북도 청주시 흥덕구 직지대로 578 (봉명동),361-816,(주)천수환경산업,2015.6.12 18:05,I,2018.8.31 23:59,,240808.8048,349184.4128,분뇨등관련영업관리,,,,,,,
277,가축분뇨배출시설관리업(사업장),09_30_02_P,5130000,5.13E+17,2016.6.22,,3,폐업,2,폐업,2018.3.7,,,,538010303,,,경상북도 경산시 사동 36 더블유타워,"경상북도 경산시 백자로 76 (사동, 더블유타워)",38604,우진건설 주식회사,2018.3.15 15:15,I,2018.8.31 23:59,,358599.4703,258329.8484,분뇨등관련영업관리,,,,,,,
