번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),축산업무구분명,축산물가공업구분명,축산일련번호,권리주체일련번호,총직원수
375,부화업,02_04_04_P,4960000,4.96E+17,2010.3.18,,3,폐업,2,폐업,2016.3.16,,,,,0,525-873,전라남도 함평군 해보면 문장리 ***-*번지,전라남도 함평군 해보면 해삼로 ***-*,,오리연,2016.3.16 14:03,I,2018.8.31 23:59,,163982.2128,188524.2907,부화업,,1560,0,
376,부화업,02_04_04_P,4860000,4.86E+17,1999.8.26,,3,폐업,2,폐업,2005.3.15,,,,,0,516-802,전라남도 곡성군 곡성읍 구원리 **-*번지,,,화신부화장,2005.3.15 18:24,I,2018.8.31 23:59,,224535.8321,195746.6232,부화업,,4,0,
377,부화업,02_04_04_P,4860000,4.86E+17,2005.4.12,,3,폐업,2,폐업,2008.2.29,,,,362-9369,0,516-802,전라남도 곡성군 곡성읍 구원리 **-*번지,,,우림부화장,2008.2.29 13:38,I,2018.8.31 23:59,,224503.6535,195763.0915,부화업,,51,0,
378,부화업,02_04_04_P,4960000,4.96E+17,2003.2.6,,3,폐업,2,폐업,2016.9.7,,,,,100,,전라남도 함평군 나산면 송암리 ***번지,,,샘오리부화장,2016.9.7 15:49,I,2018.8.31 23:59,,167879.1082,179770.3459,부화업,,,0,
379,부화업,02_04_04_P,4850000,4.85E+17,1997.5.15,,3,폐업,2,폐업,2008.1.31,,,,,0,517-820,전라남도 담양군 용면 쌍태리 ***번지,,,삼영부화장,2008.1.31 16:07,I,2018.8.31 23:59,,,,부화업,,9,0,
380,부화업,02_04_04_P,4850000,4.85E+17,1994.9.22,,3,폐업,2,폐업,2021.11.17,,,,,0,517-852,경기도 성남시 중원구 성남동 ****-**,전라남도 담양군 봉산면 대추*길 ***,57366,대추부화장,2021.11.17 15:19,U,2021.11.19 2:40,,196118.7501,200098.2163,부화업,,7,0,0
381,부화업,02_04_04_P,4930000,4.93E+17,2002.1.12,,3,폐업,2,폐업,2004.12.24,,,,,0,536-811,전라남도 해남군 삼산면 평활리 ***번지,,,대흥부화장,2005.8.11 14:16,I,2018.8.31 23:59,,165232.5434,113820.4815,부화업,,71,0,
382,부화업,02_04_04_P,4850000,4.85E+17,2002.6.28,,3,폐업,2,폐업,2021.10.27,,,,,0,517-921,광주광역시 북구 운암동 ***-*,,,성산부화장,2021.10.27 14:31,U,2021.10.29 2:40,,,,부화업,,8,0,0
383,부화업,02_04_04_P,4850000,4.85E+17,2008.1.17,,3,폐업,2,폐업,2017.2.21,,,,,0,517-822,전라남도 담양군 용면 쌍태리 **번지,전라남도 담양군 용면 추령로 ***-**,57302,담양은혜부화장,2017.2.21 11:15,I,2018.8.31 23:59,,197894.4801,209051.237,부화업,,465,0,
384,부화업,02_04_04_P,4940000,4.94E+17,2004.7.7,,3,폐업,2,폐업,2006.1.17,,,,,0,526-812,전라남도 영암군 신북면 유곡리 ***번지,,,대명부화장,2006.1.17 16:05,I,2018.8.31 23:59,,,,부화업,,27,0,
385,부화업,02_04_04_P,4940000,4.94E+17,2009.6.22,,3,폐업,2,폐업,2018.2.12,,,,,0,526-821,전라남도 영암군 덕진면 장선리 **-**번지 외**필지,전라남도 영암군 덕진면 입비동길 ** (외**필지),,덕신영농조합법인,2018.2.21 19:57,I,2018.8.31 23:59,,171152.3666,150305.7484,부화업,,972,L00,
386,부화업,02_04_04_P,4830000,4.83E+17,1995.1.16,,3,폐업,2,폐업,2002.3.4,,,,,0,520-854,전라남도 나주시 봉황면 유곡리 ***번지,전라남도 나주시 봉황면 유정길 **-*,,유리,2004.8.17 14:39,I,2018.8.31 23:59,,181607.8942,165549.7792,부화업,,46,0,
387,부화업,02_04_04_P,4830000,4.83E+17,2004.12.7,,3,폐업,2,폐업,2009.3.20,,,,,0,520-831,전라남도 나주시 산포면 매성리 ***-*번지,전라남도 나주시 산포면 매성길 ***-**,,산포부화장,2009.3.20 14:00,I,2018.8.31 23:59,,181684.8586,169848.0864,부화업,,49,0,
388,부화업,02_04_04_P,4830000,4.83E+17,2005.5.10,,3,폐업,2,폐업,2014.1.29,,,,,0,520-310,전라남도 나주시 평산동 **-*번지,전라남도 나주시 금영로 *** (평산동),,(주)화인코리아 평산부화장,2014.1.29 20:53,I,2018.8.31 23:59,,177568.3763,166371.8562,부화업,,177,L00,
389,부화업,02_04_04_P,4970000,4.97E+17,2004.1.2,,3,폐업,2,폐업,2013.2.12,,,,,320,513-821,광주광역시 광산구 운수동 ***번지,전라남도 영광군 묘량면 묘량로 ***,57056,성실부화장,2013.2.12 16:19,I,2018.8.31 23:59,,157896.125,194276.1571,부화업,,10,0,
390,부화업,02_04_04_P,4970000,4.97E+17,2015.7.3,,3,폐업,2,폐업,2020.2.12,,,,,,513-821,전라남도 영광군 묘량면 영양리 ***번지,전라남도 영광군 묘량면 묘량로 ***,57056,성실부화장,2020.2.13 16:40,U,2020.2.15 2:40,,157843.708,194301.0585,부화업,,1242,0,
391,부화업,02_04_04_P,6510000,6.51E+17,2005.2.3,,3,폐업,2,폐업,2010.7.16,,,,711-0956,0,690-231,제주특별자치도 제주시 이호일동 ***-*번지,제주특별자치도 제주시 백포동길 *-* (이호일동),,대종부화장,2010.7.16 10:12,I,2018.8.31 23:59,,149778.2373,640.08421,부화업,,14,0,
392,부화업,02_04_04_P,6510000,6.51E+17,2010.8.11,,3,폐업,2,폐업,2018.7.12,,,,713-8988,0,690-905,제주특별자치도 제주시 애월읍 구엄리 ***번지,,,아침소리 부화장,2018.7.12 8:37,I,2018.8.31 23:59,,142813.3454,-1437.099693,부화업,,691,0,
393,부화업,02_04_04_P,6510000,6.51E+17,2011.1.24,,3,폐업,2,폐업,2022.12.27,,,,,0,690-012,제주특별자치도 제주시 구좌읍 상도리 ***,,,미봉오리부화장,2022.12.27 19:42,U,2022.12.29 2:40,,187171.8346,484.098583,부화업,,704,0,0
394,부화업,02_04_04_P,6510000,6.51E+17,2012.3.14,,3,폐업,2,폐업,2021.10.12,,,,,,695-924,제주특별자치도 제주시 한림읍 금악리 ***-***,제주특별자치도 제주시 한림읍 금악목장길 **,63021,한라오리,2021.10.12 16:54,U,2021.10.14 2:40,,137499.2456,-14142.99373,부화업,,738,0,0
395,부화업,02_04_04_P,3630000,3.63E+17,2004.11.8,,3,폐업,2,폐업,2004.11.8,,,,,0,506-727,광주광역시 광산구 장덕동 ***-*번지,,,삼일부화장,2004.11.8 15:12,I,2018.8.31 23:59,,,,부화업,,2,0,
396,부화업,02_04_04_P,3640000,3.64E+17,1989.7.14,,3,폐업,2,폐업,2004.7.7,,,,041-735-0844,0,320-870,대전광역시 동구 중동 **번지,,,신광부화장,2005.11.25 11:16,I,2018.8.31 23:59,,,,부화업,,1,0,
397,부화업,02_04_04_P,5530000,5.53E+17,1989.11.25,,3,폐업,2,폐업,2011.11.24,,,,374-4429,0,445-964,경기도 화성시 정남면 덕절리 ***-*,,,성산부화장,2011.11.24 16:35,I,2020.8.5 0:23,,202461.7986,404163.5386,부화업,,35,0,
398,부화업,02_04_04_P,5530000,5.53E+17,1992.1.14,,3,폐업,2,폐업,2009.6.4,,,,356-2552,0,445-040,경기도 화성시 북양동 ***,,,남성부화장,2009.6.5 15:28,I,2020.8.5 0:23,,,,부화업,,36,0,
399,부화업,02_04_04_P,5530000,5.53E+17,1997.7.18,,3,폐업,2,폐업,2011.10.4,,,,352-3285,0,445-961,경기도 화성시 정남면 귀래리 ***-*,,,운화부화장,2011.10.11 21:23,I,2020.8.5 0:23,,198945.7371,403113.1453,부화업,,31,0,
400,부화업,02_04_04_P,5530000,5.53E+17,1999.12.15,,3,폐업,2,폐업,2014.6.5,,,,352-1149,0,445-931,경기도 화성시 양감면 대양리 ***,,,삼현영농조합법인,2014.6.5 18:02,I,2020.8.5 0:23,,194611.4134,399322.0586,부화업,,33,0,
401,부화업,02_04_04_P,5530000,5.53E+17,1999.7.7,,3,폐업,2,폐업,2006.11.7,,,,204-3830,0,445-973,경기도 화성시 반월동 **-*,,,수원부화장,2006.11.7 14:56,I,2020.8.5 0:23,,205671.7406,414650.8667,부화업,,32,0,
402,부화업,02_04_04_P,5020000,5.02E+17,2008.6.25,,3,폐업,2,폐업,2017.8.24,,,,054-243-9535,0,791-872,경상북도 포항시 북구 신광면 죽성리 **번지,경상북도 포항시 북구 신광면 비학로 ***-*,37522,신광부화장,2017.8.25 10:54,I,2018.8.31 23:59,,403270.5398,294426.8073,부화업,,540,0,
403,부화업,02_04_04_P,3670000,3.67E+17,1997.3.12,,3,폐업,2,폐업,2015.1.15,,,,,670,305-308,대전광역시 유성구 장대동 ***-**번지,,,형제부화장,2015.1.19 9:52,I,2018.8.31 23:59,,,,부화업,,25,0,
404,부화업,02_04_04_P,3670000,3.67E+17,2003.2.7,,3,폐업,2,폐업,2007.6.27,,,,042)822-1851,235,305-360,대전광역시 유성구 학하동 ***번지,,,청원부화장,2007.6.27 11:15,I,2018.8.31 23:59,,,,부화업,,24,0,
405,부화업,02_04_04_P,5310000,5.31E+17,2004.4.2,,3,폐업,2,폐업,2021.8.17,,,,,0,660-941,경상남도 진주시 미천면 효자리 ***,경상남도 진주시 미천면 진산로****번길 **,52600,진주부화장,2021.8.17 9:44,U,2021.8.19 2:40,,299478.6739,204295.3007,부화업,,11,0,0
406,부화업,02_04_04_P,5310000,5.31E+17,2005.4.6,,3,폐업,2,폐업,2014.2.17,,,,745-9952,0,660-912,경상남도 진주시 대곡면 설매리 ****-*번지,경상남도 진주시 대곡면 널방재길 ***,,진주오리농장,2014.2.17 11:09,I,2018.8.31 23:59,,305052.0092,199970.0829,부화업,,73,0,
407,부화업,02_04_04_P,5310000,5.31E+17,2004.4.2,,3,폐업,2,폐업,2012.1.6,,,,758-6802,0,660-831,경상남도 진주시 금곡면 검암리 ****-*번지,,,협진부화장,2012.1.7 11:21,I,2018.8.31 23:59,,,,부화업,,1,0,
408,부화업,02_04_04_P,4680000,4.68E+17,2004.11.1,,3,폐업,2,폐업,2020.7.16,,,,,0,570-800,전라북도 익산시 함열읍 와리 ***-**,전라북도 익산시 함열읍 함열로 ***,54511,익산부화장,2020.7.16 15:46,U,2020.7.18 2:40,,,,부화업,,46,L00,
409,부화업,02_04_04_P,5400000,5.4E+17,1990.10.23,,3,폐업,2,폐업,2003.7.1,,,,055-583-6842,0,637-955,경상남도 함안군 여항면 내곡리 산 ***-*번지,,,형제부화장,2011.10.30 14:48,I,2018.8.31 23:59,,,,부화업,,58,0,
410,부화업,02_04_04_P,5400000,5.4E+17,2005.6.4,,3,폐업,2,폐업,2009.12.15,,,,,0,637-955,경상남도 함안군 여항면 내곡리 ***번지,경상남도 함안군 여항면 내곡*길 **-*,52073,함안농원,2011.10.30 14:46,I,2018.8.31 23:59,,332161.8841,189288.2877,부화업,,77,0,
411,부화업,02_04_04_P,5340000,5.34E+17,2007.4.12,,3,폐업,2,폐업,2015.3.3,,,,8055-854-7994,0,664-821,경상남도 사천시 서포면 자혜리 ***번지,,,연희농장,2015.3.3 22:33,I,2018.8.31 23:59,,291452.0951,167112.2349,부화업,,308,0,
412,부화업,02_04_04_P,5010000,5.01E+17,2010.11.9,,3,폐업,2,폐업,2013.9.30,,,,,0,535-831,전라남도 신안군 임자면 광산리 ***-*번지,,,덕인 부화.양계장,2013.10.1 14:52,I,2018.8.31 23:59,,115161.5659,177240.7888,부화업,,630,0,
413,부화업,02_04_04_P,4080000,4.08E+17,1991.6.28,,3,폐업,2,폐업,2012.4.23,,,,,0,456-240,경기도 안성시 석정동 **-*번지,,,석정부화장,2012.4.23 15:01,I,2018.8.31 23:59,,,,부화업,,2027,0,
414,부화업,02_04_04_P,4080000,4.08E+17,1993.7.10,,3,폐업,2,폐업,2018.3.13,,,,,0,,경기도 안성시 삼죽면 배태리 **번지,,,덕성부화장,2018.3.14 16:57,I,2018.8.31 23:59,,,,부화업,,,0,
415,부화업,02_04_04_P,4080000,4.08E+17,1993.11.15,,3,폐업,2,폐업,2012.4.23,,,,,0,456-826,경기도 평택시 비전동 ***-*번지,,,광일부화장,2012.4.23 15:10,I,2018.8.31 23:59,,,,부화업,,1170,0,
416,부화업,02_04_04_P,4080000,4.08E+17,2005.11.3,,3,폐업,2,폐업,2016.9.28,,,,,0,456-852,경기도 안성시 서운면 신흥리 ***-*번지,경기도 안성시 서운면 사갑*길 ***-**,,혜준부화장,2016.9.28 16:23,I,2018.8.31 23:59,,221594.7937,380596.1933,부화업,,1183,0,
417,부화업,02_04_04_P,4080000,4.08E+17,2007.12.27,,3,폐업,2,폐업,2020.1.20,,,,,0,456-821,경기도 안성시 공도읍 건천리 **-*번지,경기도 안성시 공도읍 웅교*길 **-***,,동원축산,2020.1.21 3:30,U,2020.1.23 2:40,,216077.4029,385723.2273,부화업,,1471,0,
418,부화업,02_04_04_P,4090000,4.09E+17,2008.1.18,,3,폐업,2,폐업,2014.5.8,,,,983-6626,0,415-010,경기도 김포시 감정동 ***-**번지,경기도 김포시 옹주물로 ***-* (감정동),,골드부화장,2014.5.8 18:08,I,2018.8.31 23:59,,172113.4325,458778.8986,부화업,,428,0,
419,부화업,02_04_04_P,4080000,4.08E+17,2011.2.19,,3,폐업,2,폐업,2019.3.19,,,,673-9959,0,456-290,경기도 안성시 중리동 **-*번지,경기도 안성시 발화대길 ***-** (중리동),,농업회사법인유한회사에이치비씨,2019.3.21 11:32,U,2019.3.23 2:40,,225659.4039,386648.0887,부화업,,2116,L00,
420,부화업,02_04_04_P,5710000,5.72E+17,1987.6.29,,3,폐업,2,폐업,2014.6.9,,,,266-4338,0,361-804,충청북도 청주시 상당구 가덕면 청용리 산 **-*번지,,,청룡부화장,2014.6.9 20:05,I,2018.8.31 23:59,,248119.4594,336077.0577,부화업,,2,0,
421,부화업,02_04_04_P,5710000,5.72E+17,1998.4.4,,3,폐업,2,폐업,2005.8.5,,,,,0,363-862,충청북도 청주시 상당구 낭성면 문박리 ***-*번지,충청북도 청주시 상당구 낭성면 호정대신로 ***-**,,계림부화장,2005.8.5 16:09,I,2018.8.31 23:59,,253748.5833,348935.0356,부화업,,531,0,
422,부화업,02_04_04_P,5710000,5.725E+17,1987.7.28,,3,폐업,2,폐업,2004.6.14,,,,,0,361-140,충청북도 청주시 서원구 모충동 ***-*번지,,,개성부화장,2004.6.14 16:55,I,2018.8.31 23:59,,,,부화업,,1,0,
423,부화업,02_04_04_P,5710000,5.725E+17,2004.6.16,,3,폐업,2,폐업,2014.6.9,,,,,0,361-804,충청북도 청주시 서원구 개신동 산 **-*번지,,,청룡부화장,2014.6.9 12:02,I,2018.8.31 23:59,,,,부화업,,3,0,
424,부화업,02_04_04_P,5710000,5.73E+17,2004.4.12,,3,폐업,2,폐업,2014.1.10,,,,,0,363-955,충청북도 청주시 흥덕구 오송읍 정중리 **-*번지,충청북도 청주시 흥덕구 오송읍 정중*길 **,,송학부화장,2014.1.13 15:22,I,2018.8.31 23:59,,,,부화업,,1,0,
425,부화업,02_04_04_P,5710000,5.73E+17,1990.1.24,,3,폐업,2,폐업,2014.6.2,,,,260-1696,0,363-955,충청북도 청주시 흥덕구 오송읍 정중리 ***번지,충청북도 청주시 흥덕구 오송읍 봉산*길 **-*,,일월부화장,2014.6.9 8:54,I,2018.8.31 23:59,,,,부화업,,2,0,
426,부화업,02_04_04_P,5710000,5.735E+17,1996.12.13,,3,폐업,2,폐업,2005.3.7,,,,,0,363-884,충청북도 청주시 청원구 오창읍 모정리,,,모정부화장,2005.3.7 14:47,I,2018.8.31 23:59,,,,부화업,,60,0,
427,부화업,02_04_04_P,4450000,4.45E+17,2004.6.3,,3,폐업,2,폐업,2015.12.9,,,,530-6315,0,365-830,충청북도 진천군 광혜원면 죽현리 산 **-**번지,,,(주)주원산오리부화장,2015.12.9 14:37,I,2018.8.31 23:59,,237809.1035,382679.7891,부화업,,15,0,
428,부화업,02_04_04_P,4450000,4.45E+17,2004.6.3,,3,폐업,2,폐업,2015.12.14,,,,533-0643,0,365-805,충청북도 진천군 진천읍 신정리 **-*번지,충청북도 진천군 진천읍 농다리로 ****-**,,영농조합법인 신정농원,2015.12.14 12:52,I,2018.8.31 23:59,,241229.2943,371421.798,부화업,,16,L00,
429,부화업,02_04_04_P,4450000,4.45E+17,2004.6.3,,3,폐업,2,폐업,2015.12.14,,,,,0,365-802,충청북도 진천군 진천읍 송두리 ***-*번지,,,주원식품,2015.12.14 12:53,I,2018.8.31 23:59,,,,부화업,,17,0,
430,부화업,02_04_04_P,5690000,5.69E+17,1993.11.11,,3,폐업,2,폐업,2014.1.6,,,,041-865-3313,561,339-804,세종특별자치시 조치원읍 번암리 ***-*번지,,,쌍학부화장,2014.1.6 13:34,I,2018.8.31 23:59,,226340.637,342470.8608,부화업,,4,0,
431,부화업,02_04_04_P,5690000,5.69E+17,1990.3.21,,3,폐업,2,폐업,2009.10.20,,,,041-857-1468,1020,314-914,세종특별자치시 장군면 하봉리 **-*번지,,,장기부화장,2009.10.22 11:47,I,2018.8.31 23:59,,217776.9517,332648.2129,부화업,,1488,0,
432,부화업,02_04_04_P,5690000,5.69E+17,2004.6.22,,3,폐업,2,폐업,2015.12.17,,,,041-867-0463,0,339-812,세종특별자치시 연서면 기룡리 **-*번지,충청남도 연기군 서면 효교로 **-**,339-812,영동부화장,2015.12.17 11:22,I,2018.8.31 23:59,,,,부화업,,5,0,
433,부화업,02_04_04_P,5690000,5.69E+17,2004.6.22,,3,폐업,2,폐업,2018.3.14,,,,041-862-5040,0,339-806,세종특별자치시 조치원읍 서창리 **-**번지,,,연기부화장,2018.3.14 10:00,I,2018.8.31 23:59,,226379.5442,345697.3523,부화업,,6,0,
434,부화업,02_04_04_P,5690000,5.69E+17,2004.6.23,,3,폐업,2,폐업,2009.10.20,,,,,0,314-914,세종특별자치시 장군면 하봉리 ***-*번지,,,장기,2009.10.22 16:45,I,2018.8.31 23:59,,217477.6435,332272.3949,부화업,,4,0,
435,부화업,02_04_04_P,4470000,4.47E+17,1997.1.7,,3,폐업,2,폐업,2007.12.10,,,,,0,,충청북도 음성군 삼성면 덕정리 ***-*번지,충청북도 음성군 삼성면 덕정로***번길 **,27653,체리부로식품(주)삼성유니트,2018.7.10 17:08,I,2018.8.31 23:59,,245274.8552,390300.4243,부화업,,946,0,
436,부화업,02_04_04_P,4470000,4.47E+17,2004.5.1,,3,폐업,2,폐업,2023.6.27,,,,043-877-5769,0,369-833,충청남도 보령시 천북면 하만리 ***-*,충청북도 음성군 삼성면 덕정로***번길 **,27653,농업회사법인 (주)한국원종 삼성부화장,2023.6.27 11:46,U,2023.6.29 2:40,,157111.056,329188.57,부화업,,9,L00,0
437,부화업,02_04_04_P,4470000,4.47E+17,2007.12.13,,3,폐업,2,폐업,2010.11.11,,,,043-873-5289,0,369-861,충청북도 음성군 원남면 상노리 ***-*번지,,,성원부화장,2015.7.22 16:51,I,2018.8.31 23:59,,,,부화업,,444,0,
438,부화업,02_04_04_P,4420000,4.42E+17,1994.3.24,,3,폐업,2,폐업,2004.1.17,,,,,0,,충청북도 보은군 수한면 율산리 *-*번지,,,신안부화장,2004.1.17 12:06,I,2018.8.31 23:59,,,,부화업,,,0,
439,부화업,02_04_04_P,4420000,4.42E+17,1996.8.20,,3,폐업,2,폐업,2004.1.17,,,,,0,,충청북도 보은군 보은읍 죽전리 ***-*번지,,,죽전부화장,2004.1.17 12:31,I,2018.8.31 23:59,,264435.5978,331246.4805,부화업,,,100,
440,부화업,02_04_04_P,4420000,4.42E+17,1991.4.23,,3,폐업,2,폐업,2006.5.23,,,,,0,376-806,충청북도 보은군 보은읍 어암리 ***-*번지,,,죽전제2부화장,2006.5.23 9:04,I,2018.8.31 23:59,,265722.5233,331762.5013,부화업,,41,100,
441,부화업,02_04_04_P,4070000,4.07E+17,1998.9.21,,3,폐업,2,폐업,2021.1.14,,,,,0,467-851,경기도 이천시 단월동 **,경기도 이천시 대월면 대장로 ***-**,17402,대일,2021.1.14 15:43,U,2021.1.16 2:40,,240110.1589,413121.1126,부화업,,24,0,
442,부화업,02_04_04_P,4390000,4.39E+17,1996.7.30,,3,폐업,2,폐업,2005.8.29,,,,,498.32,380-882,충청북도 충주시 주덕읍 창전리 **-*번지,,,명지부화장,2005.8.29 16:00,I,2018.8.31 23:59,,269479.2477,385878.2169,부화업,,4,0,
443,부화업,02_04_04_P,4390000,4.39E+17,2001.5.16,,3,폐업,2,폐업,2013.4.10,,,,,679.6,380-841,충청북도 충주시 엄정면 신만리 ***번지,,,(주)중원축산,2013.4.11 13:10,I,2018.8.31 23:59,,282869.083,399776.3302,부화업,,2,0,
444,부화업,02_04_04_P,4390000,4.39E+17,2001.12.7,,3,폐업,2,폐업,2004.4.14,,,,,78,380-966,충청북도 충주시 호암동 **번지,,,충주부화장,2004.4.14 15:10,I,2018.8.31 23:59,,283943.0949,383687.4306,부화업,,5,0,
445,부화업,02_04_04_P,4460000,4.46E+17,2007.1.25,,3,폐업,2,폐업,2014.8.5,,,,,0,367-913,충청북도 괴산군 불정면 지장리 ***-*번지,충청북도 괴산군 불정면 문무로 ***,,청원농장,2014.8.5 16:04,I,2018.10.9 15:19,,273768.6466,372210.5357,부화업,,326,0,
446,부화업,02_04_04_P,4050000,4.05E+17,1992.10.12,,1,영업/정상,3,행정처분,,,,,286-3215,562.5,449-915,경기도 용인시 기흥구 청덕동 ***-*번지,,,진성부화장,2017.8.18 11:29,I,2018.8.31 23:59,,213682.2927,421572.6178,부화업,,13,0,
447,부화업,02_04_04_P,4530000,4.53E+17,2011.6.7,,4,취소/말소/만료/정지/중지,4,말소,,,,,,,356-840,제주특별자치도 서귀포시 색달동 ***-*번지,,,보령부화장,2011.6.10 14:18,I,2018.8.31 23:59,,,,부화업,,1118,0,
448,부화업,02_04_04_P,4510000,4.51E+17,1999.10.21,,4,취소/말소/만료/정지/중지,4,말소,,,,,041-932-6202,390,355-892,충청남도 보령시 동대동,충청남도 보령시 청라면 은선길 **,33424,보금부화장,2019.12.23 18:30,U,2019.12.25 2:40,,171407.718,320209.4613,부화업,,53,L00,
449,부화업,02_04_04_P,5600000,5.6E+17,2002.1.23,,4,취소/말소/만료/정지/중지,4,말소,,,,,542-0144,0,487-872,경기도 포천시 소흘읍 송우리 ***-*,경기도 포천시 군내면 꽃배산*길 **,11156,치크랜드,2022.9.21 14:50,U,2022.9.23 2:40,,212947.0095,480592.6845,부화업,,5,0,0
450,부화업,02_04_04_P,5600000,5.6E+17,2011.3.24,,4,취소/말소/만료/정지/중지,4,말소,,,,,544-8333,0,487-823,경기도 양주시 옥정동 ***,경기도 포천시 소흘읍 화합로***번길 **,,영농조합법인 합자회사 독바위축산,2022.9.21 10:51,U,2022.9.23 2:40,,212532.9848,481834.9006,부화업,,1460,L00,0
451,부화업,02_04_04_P,5141000,5.14E+17,2022.11.24,,4,취소/말소/만료/정지/중지,4,말소,,,,,,,39000,경상북도 칠곡군 지천면 창평리 ****,대구광역시 군위군 소보면 사촌길 ***-**,43100,명품부화장,2023.3.27 20:15,I,2023.7.1 16:42,,329057.5088,310262.5155,부화업,,941,0,0
452,부화업,02_04_04_P,4890000,4.89E+17,2014.1.17,,4,취소/말소/만료/정지/중지,4,말소,,,,,,,546-801,충청남도 예산군 신암면 용궁리 *** 외 **필지,전라남도 보성군 보성읍 일림로 ****-**,59446,신흥보성부화장,2021.6.15 15:32,U,2021.6.17 2:40,,203841.831,138348.9112,부화업,,1004,0,
453,부화업,02_04_04_P,4940000,4.94E+17,2004.11.29,,4,취소/말소/만료/정지/중지,4,말소,,,,,,0,526-821,전라남도 영암군 덕진면 금강리 **-*번지,,,덕신영농조합법인,2009.6.22 13:36,I,2018.8.31 23:59,,,,부화업,,31,L00,
454,부화업,02_04_04_P,5700000,5.7E+17,2021.6.9,,4,취소/말소/만료/정지/중지,4,말소,,,,,,,12647,경기도 여주시 교동 ***,경기도 여주시 능서면 양화로 ***-**,12647,신애메추리농장,2022.1.5 13:58,U,2022.1.7 2:40,,249378.2189,417679.4704,부화업,,1439,0,0
455,부화업,02_04_04_P,4090000,4.09E+17,1995.1.2,,4,취소/말소/만료/정지/중지,4,말소,,,,,,0,415-040,경기도 김포시 대곶면 송마리 ***번지,경기도 김포시 대곶면 대곶로***번길 ***,,경인축산,2008.1.17 18:06,I,2018.8.31 23:59,,161294.8716,462266.8538,부화업,,427,0,